source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1100,01
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,1000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,11
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0100,00
23,23,NaN,1000,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0100,11
27,27,NaN,0000,01
28,28,NaN,0000,11
29,29,NaN,0101,00
30,30,NaN,0000,01
31,31,NaN,0000,11
32,32,NaN,0000,00
33,33,NaN,0000,01
34,34,NaN,1100,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,1000,00
47,47,NaN,0000,01
48,48,NaN,0000,00
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0100,00
55,55,NaN,1100,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,1100,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,01
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0001,01
77,77,NaN,1000,11
78,78,NaN,0100,00
79,79,NaN,0100,00
80,80,NaN,0000,00
5,46,29,NaN,NaN
35,46,229,NaN,NaN
42,46,7,NaN,NaN
46,55,130,NaN,NaN
46,59,11,NaN,NaN
46,71,497,NaN,NaN
46,77,26,NaN,NaN
1,61,1119,NaN,NaN
2,61,230,NaN,NaN
24,61,183,NaN,NaN
11,52,126,NaN,NaN
52,61,137,NaN,NaN
9,45,11,NaN,NaN
45,69,42,NaN,NaN
5,42,85,NaN,NaN
5,43,85,NaN,NaN
5,54,2,NaN,NaN
5,64,67,NaN,NaN
5,47,159,NaN,NaN
34,47,832,NaN,NaN
35,47,17,NaN,NaN
42,47,133,NaN,NaN
43,47,189,NaN,NaN
46,47,64,NaN,NaN
47,59,240,NaN,NaN
47,64,307,NaN,NaN
47,71,38,NaN,NaN
8,21,105,NaN,NaN
20,21,136,NaN,NaN
21,34,336,NaN,NaN
21,57,298,NaN,NaN
21,59,347,NaN,NaN
21,70,767,NaN,NaN
19,44,251,NaN,NaN
33,44,298,NaN,NaN
36,44,86,NaN,NaN
43,44,168,NaN,NaN
44,46,82,NaN,NaN
44,49,190,NaN,NaN
44,64,309,NaN,NaN
44,77,226,NaN,NaN
8,27,82,NaN,NaN
21,27,478,NaN,NaN
27,57,190,NaN,NaN
27,59,287,NaN,NaN
27,70,503,NaN,NaN
8,34,80,NaN,NaN
34,42,181,NaN,NaN
34,59,419,NaN,NaN
1,2,526,NaN,NaN
1,24,492,NaN,NaN
8,71,76,NaN,NaN
20,71,49,NaN,NaN
21,71,47,NaN,NaN
34,71,237,NaN,NaN
42,71,140,NaN,NaN
55,71,190,NaN,NaN
57,71,190,NaN,NaN
59,71,137,NaN,NaN
71,77,290,NaN,NaN
35,69,113,NaN,NaN
15,20,3,NaN,NaN
20,63,26,NaN,NaN
20,69,1,NaN,NaN
15,22,43,NaN,NaN
22,54,9,NaN,NaN
22,63,41,NaN,NaN
22,69,88,NaN,NaN
15,63,1,NaN,NaN
15,67,51,NaN,NaN
1,52,246,NaN,NaN
8,47,69,NaN,NaN
1,58,146,NaN,NaN
20,58,67,NaN,NaN
24,58,293,NaN,NaN
58,61,83,NaN,NaN
21,63,117,NaN,NaN
27,63,116,NaN,NaN
8,70,102,NaN,NaN
59,70,352,NaN,NaN
63,70,42,NaN,NaN
64,70,179,NaN,NaN
70,71,139,NaN,NaN
70,77,162,NaN,NaN
1,63,691,NaN,NaN
22,48,7,NaN,NaN
22,67,289,NaN,NaN
22,78,61,NaN,NaN
15,48,310,NaN,NaN
15,78,43,NaN,NaN
5,34,52,NaN,NaN
21,42,107,NaN,NaN
20,44,299,NaN,NaN
27,42,103,NaN,NaN
34,77,395,NaN,NaN
1,11,322,NaN,NaN
58,63,346,NaN,NaN
