source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1100,10
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,1100,11
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0100,00
23,23,NaN,1100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0100,00
27,27,NaN,0000,00
28,28,NaN,0000,11
29,29,NaN,0000,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,0000,00
46,46,NaN,0000,00
47,47,NaN,0000,00
48,48,NaN,1100,00
49,49,NaN,0100,11
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0100,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,1100,00
57,57,NaN,0100,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0100,01
62,62,NaN,0000,00
63,63,NaN,0001,01
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0100,00
67,67,NaN,0000,01
68,68,NaN,0100,01
69,69,NaN,0000,00
70,70,NaN,0100,00
71,71,NaN,0000,00
72,72,NaN,0000,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0000,11
77,77,NaN,0000,00
78,78,NaN,0000,10
79,79,NaN,0000,00
80,80,NaN,0000,00
12,65,490,NaN,NaN
60,65,577,NaN,NaN
20,23,64,NaN,NaN
20,30,627,NaN,NaN
20,36,361,NaN,NaN
20,59,258,NaN,NaN
20,76,12,NaN,NaN
20,33,15,NaN,NaN
65,67,369,NaN,NaN
8,21,222,NaN,NaN
8,59,276,NaN,NaN
18,49,17,NaN,NaN
19,49,12,NaN,NaN
49,60,9,NaN,NaN
49,67,22,NaN,NaN
11,18,6,NaN,NaN
18,60,6,NaN,NaN
18,67,4,NaN,NaN
8,36,233,NaN,NaN
8,47,14,NaN,NaN
8,57,173,NaN,NaN
8,64,44,NaN,NaN
8,70,482,NaN,NaN
8,30,31,NaN,NaN
65,68,1,NaN,NaN
38,47,31,NaN,NaN
47,59,54,NaN,NaN
47,64,26,NaN,NaN
30,36,152,NaN,NaN
36,38,18,NaN,NaN
36,57,6,NaN,NaN
36,59,76,NaN,NaN
36,70,24,NaN,NaN
20,44,393,NaN,NaN
8,76,3,NaN,NaN
23,44,187,NaN,NaN
33,44,234,NaN,NaN
30,44,90,NaN,NaN
59,70,113,NaN,NaN
31,46,3,NaN,NaN
31,71,3,NaN,NaN
31,72,1,NaN,NaN
31,77,1,NaN,NaN
44,76,7,NaN,NaN
62,65,581,NaN,NaN
1,61,42,NaN,NaN
44,66,175,NaN,NaN
44,57,5,NaN,NaN
33,43,18,NaN,NaN
43,44,140,NaN,NaN
43,57,14,NaN,NaN
43,46,46,NaN,NaN
43,77,31,NaN,NaN
20,71,15,NaN,NaN
15,48,10,NaN,NaN
43,64,163,NaN,NaN
11,43,3,NaN,NaN
23,33,15,NaN,NaN
23,38,10,NaN,NaN
36,47,21,NaN,NaN
8,43,99,NaN,NaN
38,43,164,NaN,NaN
43,47,96,NaN,NaN
43,68,123,NaN,NaN
43,70,31,NaN,NaN
20,46,57,NaN,NaN
20,66,248,NaN,NaN
11,44,2,NaN,NaN
18,76,1,NaN,NaN
47,68,19,NaN,NaN
31,33,1,NaN,NaN
46,72,116,NaN,NaN
20,31,19,NaN,NaN
21,31,58,NaN,NaN
30,31,17,NaN,NaN
31,36,48,NaN,NaN
31,59,8,NaN,NaN
21,36,20,NaN,NaN
36,66,18,NaN,NaN
36,77,22,NaN,NaN
49,62,216,NaN,NaN
60,62,339,NaN,NaN
62,67,187,NaN,NaN
11,52,137,NaN,NaN
52,57,59,NaN,NaN
23,55,3,NaN,NaN
38,55,9,NaN,NaN
36,55,3,NaN,NaN
44,55,1,NaN,NaN
44,64,49,NaN,NaN
20,55,3,NaN,NaN
8,31,59,NaN,NaN
31,66,1,NaN,NaN
18,35,6,NaN,NaN
33,66,1,NaN,NaN
35,65,16,NaN,NaN
18,62,3,NaN,NaN
31,70,40,NaN,NaN
20,70,8,NaN,NaN
36,71,20,NaN,NaN
60,67,28,NaN,NaN
8,71,64,NaN,NaN
8,77,171,NaN,NaN
8,20,79,NaN,NaN
2,76,2,NaN,NaN
18,46,4,NaN,NaN
36,44,10,NaN,NaN
43,76,15,NaN,NaN
30,66,138,NaN,NaN
36,46,33,NaN,NaN
30,46,14,NaN,NaN
18,20,10,NaN,NaN
30,33,67,NaN,NaN
18,30,1,NaN,NaN
23,30,3,NaN,NaN
21,63,2,NaN,NaN
63,72,16,NaN,NaN
20,63,2,NaN,NaN
30,57,3,NaN,NaN
8,44,45,NaN,NaN
20,57,3,NaN,NaN
31,44,2,NaN,NaN
33,52,28,NaN,NaN
8,52,10,NaN,NaN
43,62,103,NaN,NaN
43,71,43,NaN,NaN
1,2,26,NaN,NaN
31,57,21,NaN,NaN
8,23,8,NaN,NaN
20,47,2,NaN,NaN
11,49,10,NaN,NaN
35,49,4,NaN,NaN
7,63,1,NaN,NaN
33,57,8,NaN,NaN
12,60,27,NaN,NaN
18,44,11,NaN,NaN
15,43,20,NaN,NaN
21,43,24,NaN,NaN
43,63,7,NaN,NaN
43,72,12,NaN,NaN
7,11,101,NaN,NaN
15,46,7,NaN,NaN
15,62,8,NaN,NaN
8,33,7,NaN,NaN
19,43,12,NaN,NaN
43,49,1,NaN,NaN
7,49,3,NaN,NaN
11,46,514,NaN,NaN
46,66,7,NaN,NaN
15,76,1,NaN,NaN
35,60,10,NaN,NaN
18,43,13,NaN,NaN
35,46,217,NaN,NaN
19,46,4,NaN,NaN
69,72,5,NaN,NaN
46,52,108,NaN,NaN
24,58,96,NaN,NaN
67,75,2,NaN,NaN
47,62,2,NaN,NaN
12,72,2,NaN,NaN
21,72,2,NaN,NaN
44,46,19,NaN,NaN
68,72,218,NaN,NaN
64,72,11,NaN,NaN
33,76,1,NaN,NaN
67,72,2,NaN,NaN
44,72,40,NaN,NaN
62,72,26,NaN,NaN
21,33,4,NaN,NaN
46,71,427,NaN,NaN
46,76,265,NaN,NaN
52,71,112,NaN,NaN
46,77,1,NaN,NaN
46,67,16,NaN,NaN
2,43,3,NaN,NaN
72,78,22,NaN,NaN
4,7,114,NaN,NaN
59,72,13,NaN,NaN
19,72,61,NaN,NaN
2,46,176,NaN,NaN
70,72,6,NaN,NaN
1,52,49,NaN,NaN
1,63,98,NaN,NaN
1,71,22,NaN,NaN
23,31,2,NaN,NaN
71,76,2,NaN,NaN
20,21,1,NaN,NaN
20,77,1,NaN,NaN
52,76,34,NaN,NaN
1,21,14,NaN,NaN
59,62,5,NaN,NaN
62,78,10,NaN,NaN
24,52,54,NaN,NaN
1,24,72,NaN,NaN
1,58,122,NaN,NaN
58,63,89,NaN,NaN
52,61,22,NaN,NaN
52,58,72,NaN,NaN
58,61,72,NaN,NaN
21,58,18,NaN,NaN
31,76,1,NaN,NaN
58,76,3,NaN,NaN
21,52,4,NaN,NaN
21,46,1,NaN,NaN
19,44,93,NaN,NaN
21,44,15,NaN,NaN
12,62,246,NaN,NaN
35,62,16,NaN,NaN
15,72,18,NaN,NaN
57,58,66,NaN,NaN
20,58,5,NaN,NaN
36,58,1,NaN,NaN
24,44,13,NaN,NaN
46,60,22,NaN,NaN
19,23,10,NaN,NaN
44,58,4,NaN,NaN
23,66,2,NaN,NaN
33,58,1,NaN,NaN
23,46,11,NaN,NaN
23,72,69,NaN,NaN
1,57,26,NaN,NaN
1,76,2,NaN,NaN
59,77,5,NaN,NaN
40,72,29,NaN,NaN
60,72,4,NaN,NaN
49,72,58,NaN,NaN
66,72,37,NaN,NaN
44,63,5,NaN,NaN
5,68,2,NaN,NaN
72,76,2,NaN,NaN
5,43,2,NaN,NaN
32,46,2,NaN,NaN
19,32,2,NaN,NaN
35,72,19,NaN,NaN
32,71,4,NaN,NaN
46,49,80,NaN,NaN
32,65,1,NaN,NaN
46,62,5,NaN,NaN
32,35,1,NaN,NaN
32,76,21,NaN,NaN
43,69,2,NaN,NaN
44,62,3,NaN,NaN
62,68,1,NaN,NaN
32,49,33,NaN,NaN
23,36,2,NaN,NaN
8,11,3,NaN,NaN
52,72,5,NaN,NaN
31,52,2,NaN,NaN
52,62,5,NaN,NaN
44,52,2,NaN,NaN
40,46,4,NaN,NaN
44,49,2,NaN,NaN
4,21,8,NaN,NaN
4,63,4,NaN,NaN
72,75,4,NaN,NaN
52,70,1,NaN,NaN
19,20,1,NaN,NaN
55,66,2,NaN,NaN
4,11,432,NaN,NaN
4,49,28,NaN,NaN
15,75,3,NaN,NaN
49,75,2,NaN,NaN
71,75,2,NaN,NaN
19,75,4,NaN,NaN
40,75,1,NaN,NaN
66,75,1,NaN,NaN
55,77,2,NaN,NaN
4,52,236,NaN,NaN
30,63,139,NaN,NaN
40,80,10,NaN,NaN
66,80,6,NaN,NaN
19,22,16,NaN,NaN
22,49,14,NaN,NaN
22,67,5,NaN,NaN
72,80,5,NaN,NaN
71,80,12,NaN,NaN
71,72,8,NaN,NaN
45,62,2,NaN,NaN
9,36,2,NaN,NaN
30,71,26,NaN,NaN
