source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1100,10
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0100,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,11
12,12,NaN,1100,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0101,00
23,23,NaN,1100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,1100,00
27,27,NaN,0000,00
28,28,NaN,0100,11
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,11
41,41,NaN,0000,00
42,42,NaN,1100,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,1100,00
46,46,NaN,0000,00
47,47,NaN,1100,01
48,48,NaN,0100,01
49,49,NaN,1010,10
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0100,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,1101,01
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,10
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,01
68,68,NaN,0100,00
69,69,NaN,1100,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,0000,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,00
77,77,NaN,0000,11
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
2,61,1,NaN,NaN
12,65,541,NaN,NaN
60,65,647,NaN,NaN
65,67,228,NaN,NaN
11,18,486,NaN,NaN
16,18,509,NaN,NaN
18,46,347,NaN,NaN
18,49,275,NaN,NaN
18,60,386,NaN,NaN
18,71,110,NaN,NaN
8,27,128,NaN,NaN
21,27,337,NaN,NaN
27,57,138,NaN,NaN
27,59,180,NaN,NaN
27,70,348,NaN,NaN
19,80,10,NaN,NaN
44,80,327,NaN,NaN
78,80,10,NaN,NaN
8,57,23,NaN,NaN
8,59,24,NaN,NaN
8,70,49,NaN,NaN
8,42,31,NaN,NaN
11,71,57,NaN,NaN
16,71,60,NaN,NaN
46,71,96,NaN,NaN
49,71,8,NaN,NaN
61,71,2,NaN,NaN
18,22,73,NaN,NaN
19,22,42,NaN,NaN
22,46,26,NaN,NaN
22,49,48,NaN,NaN
22,67,31,NaN,NaN
22,71,2,NaN,NaN
20,47,25,NaN,NaN
38,47,313,NaN,NaN
42,47,114,NaN,NaN
47,64,847,NaN,NaN
18,67,155,NaN,NaN
20,27,29,NaN,NaN
27,52,84,NaN,NaN
8,20,10,NaN,NaN
8,52,11,NaN,NaN
27,42,91,NaN,NaN
8,21,29,NaN,NaN
8,64,9,NaN,NaN
47,59,240,NaN,NaN
19,78,2,NaN,NaN
68,78,2,NaN,NaN
72,78,1,NaN,NaN
6,18,31,NaN,NaN
8,47,96,NaN,NaN
57,58,64,NaN,NaN
27,58,106,NaN,NaN
43,64,472,NaN,NaN
43,68,52,NaN,NaN
6,47,320,NaN,NaN
42,59,1,NaN,NaN
59,70,12,NaN,NaN
43,47,235,NaN,NaN
22,60,13,NaN,NaN
42,43,1,NaN,NaN
16,80,239,NaN,NaN
24,80,35,NaN,NaN
46,80,56,NaN,NaN
49,80,188,NaN,NaN
11,80,273,NaN,NaN
22,80,2,NaN,NaN
6,22,19,NaN,NaN
11,22,10,NaN,NaN
18,19,225,NaN,NaN
34,47,434,NaN,NaN
12,18,18,NaN,NaN
48,62,3,NaN,NaN
62,72,5,NaN,NaN
62,79,4,NaN,NaN
18,35,266,NaN,NaN
5,48,1,NaN,NaN
5,62,1,NaN,NaN
5,72,1,NaN,NaN
48,79,1,NaN,NaN
72,79,1,NaN,NaN
35,65,7,NaN,NaN
22,35,18,NaN,NaN
8,58,16,NaN,NaN
20,58,48,NaN,NaN
21,58,3,NaN,NaN
42,58,2,NaN,NaN
52,58,8,NaN,NaN
21,47,65,NaN,NaN
20,30,11,NaN,NaN
20,42,1,NaN,NaN
63,80,52,NaN,NaN
19,76,7,NaN,NaN
67,76,2,NaN,NaN
68,76,3,NaN,NaN
76,78,7,NaN,NaN
2,36,4,NaN,NaN
6,36,12,NaN,NaN
16,36,2,NaN,NaN
20,36,6,NaN,NaN
22,36,3,NaN,NaN
23,36,64,NaN,NaN
24,36,6,NaN,NaN
30,36,6,NaN,NaN
36,44,186,NaN,NaN
36,46,6,NaN,NaN
36,61,2,NaN,NaN
36,80,192,NaN,NaN
72,76,4,NaN,NaN
49,76,3,NaN,NaN
6,80,45,NaN,NaN
18,36,180,NaN,NaN
47,70,45,NaN,NaN
27,46,24,NaN,NaN
46,47,40,NaN,NaN
18,76,194,NaN,NaN
47,52,6,NaN,NaN
62,65,354,NaN,NaN
18,62,77,NaN,NaN
12,60,16,NaN,NaN
35,60,1,NaN,NaN
46,60,1,NaN,NaN
49,60,8,NaN,NaN
60,62,10,NaN,NaN
60,67,5,NaN,NaN
6,19,3,NaN,NaN
6,20,5,NaN,NaN
6,23,172,NaN,NaN
6,30,8,NaN,NaN
6,33,4,NaN,NaN
6,34,1,NaN,NaN
6,44,354,NaN,NaN
6,46,2,NaN,NaN
6,49,2,NaN,NaN
12,62,5,NaN,NaN
49,62,10,NaN,NaN
62,67,6,NaN,NaN
38,64,218,NaN,NaN
42,64,2,NaN,NaN
44,64,347,NaN,NaN
14,47,33,NaN,NaN
27,64,15,NaN,NaN
2,76,5,NaN,NaN
11,76,7,NaN,NaN
16,76,7,NaN,NaN
23,76,56,NaN,NaN
35,76,7,NaN,NaN
36,76,5,NaN,NaN
38,76,5,NaN,NaN
46,76,7,NaN,NaN
35,62,2,NaN,NaN
8,30,12,NaN,NaN
24,27,166,NaN,NaN
27,30,29,NaN,NaN
27,63,1,NaN,NaN
36,63,2,NaN,NaN
14,23,64,NaN,NaN
19,23,94,NaN,NaN
20,23,74,NaN,NaN
23,30,108,NaN,NaN
23,33,66,NaN,NaN
23,34,12,NaN,NaN
23,44,254,NaN,NaN
23,49,26,NaN,NaN
24,58,126,NaN,NaN
30,58,5,NaN,NaN
33,58,3,NaN,NaN
58,70,2,NaN,NaN
58,63,4,NaN,NaN
50,72,7,NaN,NaN
8,60,1,NaN,NaN
35,80,4,NaN,NaN
21,59,7,NaN,NaN
47,63,1,NaN,NaN
14,20,2,NaN,NaN
20,34,2,NaN,NaN
2,62,2,NaN,NaN
2,70,2,NaN,NaN
2,75,2,NaN,NaN
18,23,1,NaN,NaN
23,47,42,NaN,NaN
36,58,6,NaN,NaN
36,47,103,NaN,NaN
44,47,115,NaN,NaN
23,71,33,NaN,NaN
6,14,2,NaN,NaN
67,80,1,NaN,NaN
18,48,8,NaN,NaN
27,34,36,NaN,NaN
27,47,3,NaN,NaN
30,44,279,NaN,NaN
6,27,34,NaN,NaN
14,27,13,NaN,NaN
27,44,31,NaN,NaN
11,44,53,NaN,NaN
20,44,222,NaN,NaN
11,27,90,NaN,NaN
68,71,13,NaN,NaN
4,6,24,NaN,NaN
4,11,142,NaN,NaN
4,16,208,NaN,NaN
4,49,48,NaN,NaN
27,33,60,NaN,NaN
71,76,140,NaN,NaN
18,59,6,NaN,NaN
1,72,2,NaN,NaN
1,58,114,NaN,NaN
1,63,22,NaN,NaN
47,72,7,NaN,NaN
2,63,2,NaN,NaN
2,30,3,NaN,NaN
59,64,170,NaN,NaN
60,71,7,NaN,NaN
1,57,52,NaN,NaN
47,62,3,NaN,NaN
1,2,51,NaN,NaN
4,7,106,NaN,NaN
27,49,2,NaN,NaN
30,47,24,NaN,NaN
14,64,1,NaN,NaN
46,64,39,NaN,NaN
64,68,491,NaN,NaN
21,60,2,NaN,NaN
38,60,3,NaN,NaN
60,72,2,NaN,NaN
11,58,2,NaN,NaN
4,52,184,NaN,NaN
4,80,79,NaN,NaN
1,30,10,NaN,NaN
4,57,100,NaN,NaN
33,47,1,NaN,NaN
52,80,3,NaN,NaN
4,46,34,NaN,NaN
27,36,27,NaN,NaN
18,44,24,NaN,NaN
1,24,2,NaN,NaN
33,80,10,NaN,NaN
23,38,52,NaN,NaN
71,77,92,NaN,NaN
15,28,2,NaN,NaN
28,40,1,NaN,NaN
28,62,3,NaN,NaN
28,68,12,NaN,NaN
28,72,11,NaN,NaN
21,64,17,NaN,NaN
28,64,48,NaN,NaN
18,40,2,NaN,NaN
18,72,7,NaN,NaN
20,28,7,NaN,NaN
23,28,126,NaN,NaN
28,36,33,NaN,NaN
28,38,41,NaN,NaN
6,64,62,NaN,NaN
2,28,31,NaN,NaN
52,64,32,NaN,NaN
8,24,7,NaN,NaN
8,36,9,NaN,NaN
2,23,28,NaN,NaN
4,27,44,NaN,NaN
4,21,40,NaN,NaN
49,72,8,NaN,NaN
68,80,3,NaN,NaN
6,52,1,NaN,NaN
5,38,1,NaN,NaN
5,52,1,NaN,NaN
5,64,2,NaN,NaN
5,68,3,NaN,NaN
64,70,39,NaN,NaN
36,52,4,NaN,NaN
4,60,14,NaN,NaN
27,60,2,NaN,NaN
6,8,1,NaN,NaN
44,46,74,NaN,NaN
4,71,6,NaN,NaN
44,71,31,NaN,NaN
4,44,43,NaN,NaN
21,44,54,NaN,NaN
27,71,10,NaN,NaN
21,71,9,NaN,NaN
44,60,12,NaN,NaN
