source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1000,01
3,3,NaN,0000,00
4,4,NaN,0001,00
5,5,NaN,0000,00
6,6,NaN,0100,01
7,7,NaN,0100,00
8,8,NaN,0100,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,11
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,01
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0100,11
23,23,NaN,1101,01
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,10
27,27,NaN,0000,01
28,28,NaN,1000,11
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,01
32,32,NaN,0000,11
33,33,NaN,0000,01
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0001,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,0000,00
46,46,NaN,1100,00
47,47,NaN,1100,11
48,48,NaN,0000,00
49,49,NaN,0100,11
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,01
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0100,00
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,1000,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,01
77,77,NaN,1110,11
78,78,NaN,0000,00
79,79,NaN,1100,00
80,80,NaN,0000,00
31,70,326,NaN,NaN
36,70,41,NaN,NaN
42,70,384,NaN,NaN
59,70,283,NaN,NaN
9,37,7,NaN,NaN
11,80,167,NaN,NaN
24,80,75,NaN,NaN
11,22,35,NaN,NaN
18,22,242,NaN,NaN
19,22,164,NaN,NaN
22,32,158,NaN,NaN
22,49,177,NaN,NaN
22,67,153,NaN,NaN
20,27,35,NaN,NaN
27,42,261,NaN,NaN
27,57,54,NaN,NaN
27,59,216,NaN,NaN
27,70,384,NaN,NaN
11,18,272,NaN,NaN
18,32,492,NaN,NaN
18,35,198,NaN,NaN
18,49,434,NaN,NaN
18,60,329,NaN,NaN
18,67,245,NaN,NaN
20,31,366,NaN,NaN
31,36,87,NaN,NaN
31,57,99,NaN,NaN
31,59,173,NaN,NaN
31,64,158,NaN,NaN
5,47,381,NaN,NaN
20,47,57,NaN,NaN
34,47,255,NaN,NaN
42,47,381,NaN,NaN
47,55,309,NaN,NaN
47,59,155,NaN,NaN
47,68,89,NaN,NaN
47,77,298,NaN,NaN
47,79,19,NaN,NaN
9,69,85,NaN,NaN
19,69,111,NaN,NaN
69,76,4,NaN,NaN
69,78,50,NaN,NaN
20,59,41,NaN,NaN
36,59,30,NaN,NaN
42,59,41,NaN,NaN
20,70,97,NaN,NaN
12,37,213,NaN,NaN
37,60,498,NaN,NaN
37,67,284,NaN,NaN
27,31,345,NaN,NaN
27,36,55,NaN,NaN
18,19,209,NaN,NaN
47,76,48,NaN,NaN
64,70,131,NaN,NaN
68,69,52,NaN,NaN
5,40,12,NaN,NaN
5,67,7,NaN,NaN
5,68,16,NaN,NaN
5,78,7,NaN,NaN
40,79,12,NaN,NaN
67,79,10,NaN,NaN
68,79,16,NaN,NaN
78,79,7,NaN,NaN
40,46,2,NaN,NaN
70,77,29,NaN,NaN
47,64,284,NaN,NaN
67,69,40,NaN,NaN
5,12,3,NaN,NaN
5,46,1,NaN,NaN
12,79,3,NaN,NaN
46,79,2,NaN,NaN
37,40,11,NaN,NaN
22,35,45,NaN,NaN
47,57,14,NaN,NaN
1,31,6,NaN,NaN
24,31,159,NaN,NaN
31,42,183,NaN,NaN
69,79,15,NaN,NaN
37,69,16,NaN,NaN
22,60,26,NaN,NaN
37,79,6,NaN,NaN
31,33,132,NaN,NaN
31,76,8,NaN,NaN
5,33,1,NaN,NaN
33,79,1,NaN,NaN
1,63,2,NaN,NaN
20,63,42,NaN,NaN
24,63,16,NaN,NaN
31,63,32,NaN,NaN
37,78,4,NaN,NaN
63,80,139,NaN,NaN
5,5,13,NaN,NaN
5,20,8,NaN,NaN
5,34,13,NaN,NaN
5,36,25,NaN,NaN
5,42,12,NaN,NaN
5,55,145,NaN,NaN
5,57,2,NaN,NaN
5,76,6,NaN,NaN
5,77,12,NaN,NaN
5,79,13,NaN,NaN
20,79,8,NaN,NaN
34,79,8,NaN,NaN
36,79,7,NaN,NaN
42,79,12,NaN,NaN
55,79,16,NaN,NaN
57,79,1,NaN,NaN
76,79,2,NaN,NaN
77,79,10,NaN,NaN
