source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0001,00
3,3,NaN,0000,00
4,4,NaN,0101,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,10
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,1101,11
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,1111,11
21,21,NaN,0000,00
22,22,NaN,0000,00
23,23,NaN,0000,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,0000,00
28,28,NaN,0000,00
29,29,NaN,0000,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,1100,00
47,47,NaN,0000,00
48,48,NaN,0000,00
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0100,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,0000,00
65,65,NaN,0000,00
66,66,NaN,0100,00
67,67,NaN,0000,00
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,1111,11
71,71,NaN,1100,00
72,72,NaN,0000,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0000,00
76,76,NaN,0000,00
77,77,NaN,0000,00
78,78,NaN,0000,00
79,79,NaN,0000,00
80,80,NaN,0000,00
6,19,3,NaN,NaN
6,33,58,NaN,NaN
6,51,218,NaN,NaN
6,55,2,NaN,NaN
20,30,6,NaN,NaN
30,33,11,NaN,NaN
30,42,1,NaN,NaN
19,50,2,NaN,NaN
33,50,3,NaN,NaN
50,51,1,NaN,NaN
50,55,2,NaN,NaN
29,76,144,NaN,NaN
29,77,286,NaN,NaN
40,43,4,NaN,NaN
43,46,4,NaN,NaN
43,71,4,NaN,NaN
20,51,43,NaN,NaN
34,51,184,NaN,NaN
47,51,158,NaN,NaN
51,55,197,NaN,NaN
49,56,244,NaN,NaN
42,51,158,NaN,NaN
51,66,1,NaN,NaN
20,59,32,NaN,NaN
30,59,29,NaN,NaN
42,59,58,NaN,NaN
51,71,26,NaN,NaN
4,33,24,NaN,NaN
5,42,179,NaN,NaN
5,47,255,NaN,NaN
5,68,225,NaN,NaN
20,33,27,NaN,NaN
15,48,176,NaN,NaN
8,21,46,NaN,NaN
8,30,1,NaN,NaN
8,42,25,NaN,NaN
8,27,38,NaN,NaN
21,27,36,NaN,NaN
6,20,10,NaN,NaN
19,20,1,NaN,NaN
20,34,1,NaN,NaN
20,42,6,NaN,NaN
20,55,1,NaN,NaN
20,71,1,NaN,NaN
20,56,1,NaN,NaN
56,62,200,NaN,NaN
30,51,5,NaN,NaN
6,46,89,NaN,NaN
11,46,154,NaN,NaN
16,46,105,NaN,NaN
18,46,245,NaN,NaN
46,60,56,NaN,NaN
46,71,219,NaN,NaN
4,46,216,NaN,NaN
20,46,33,NaN,NaN
46,52,53,NaN,NaN
35,46,148,NaN,NaN
8,31,101,NaN,NaN
21,31,90,NaN,NaN
30,31,96,NaN,NaN
31,42,84,NaN,NaN
46,61,4,NaN,NaN
4,11,68,NaN,NaN
4,16,64,NaN,NaN
4,52,312,NaN,NaN
4,57,142,NaN,NaN
4,58,22,NaN,NaN
4,71,110,NaN,NaN
4,61,4,NaN,NaN
27,31,2,NaN,NaN
20,31,50,NaN,NaN
35,37,8,NaN,NaN
37,60,72,NaN,NaN
4,49,44,NaN,NaN
16,18,4,NaN,NaN
18,19,17,NaN,NaN
18,35,136,NaN,NaN
18,60,169,NaN,NaN
27,42,22,NaN,NaN
4,31,1,NaN,NaN
8,70,312,NaN,NaN
21,70,194,NaN,NaN
42,70,193,NaN,NaN
31,70,48,NaN,NaN
56,60,22,NaN,NaN
27,70,23,NaN,NaN
33,58,5,NaN,NaN
19,46,1,NaN,NaN
11,31,1,NaN,NaN
31,52,7,NaN,NaN
37,62,5,NaN,NaN
37,67,6,NaN,NaN
14,31,8,NaN,NaN
2,46,77,NaN,NaN
8,51,1,NaN,NaN
21,51,2,NaN,NaN
19,49,3,NaN,NaN
49,62,6,NaN,NaN
2,57,2,NaN,NaN
2,71,3,NaN,NaN
21,33,2,NaN,NaN
2,31,17,NaN,NaN
31,46,1,NaN,NaN
2,51,15,NaN,NaN
6,30,2,NaN,NaN
6,18,22,NaN,NaN
18,49,202,NaN,NaN
18,71,93,NaN,NaN
31,57,9,NaN,NaN
57,70,11,NaN,NaN
11,18,126,NaN,NaN
2,27,2,NaN,NaN
27,57,2,NaN,NaN
42,47,18,NaN,NaN
2,11,1,NaN,NaN
2,18,144,NaN,NaN
66,70,3,NaN,NaN
8,9,1,NaN,NaN
8,35,1,NaN,NaN
8,66,1,NaN,NaN
9,70,1,NaN,NaN
35,70,1,NaN,NaN
33,46,1,NaN,NaN
19,67,43,NaN,NaN
11,60,1,NaN,NaN
33,60,1,NaN,NaN
57,60,1,NaN,NaN
2,8,12,NaN,NaN
46,70,2,NaN,NaN
11,49,2,NaN,NaN
16,49,2,NaN,NaN
49,67,25,NaN,NaN
19,33,9,NaN,NaN
2,70,2,NaN,NaN
9,67,1,NaN,NaN
35,67,3,NaN,NaN
62,67,18,NaN,NaN
66,67,1,NaN,NaN
8,57,18,NaN,NaN
8,14,2,NaN,NaN
14,70,1,NaN,NaN
2,47,1,NaN,NaN
47,55,1,NaN,NaN
34,47,26,NaN,NaN
6,47,9,NaN,NaN
46,47,2,NaN,NaN
9,19,1,NaN,NaN
19,35,2,NaN,NaN
20,66,1,NaN,NaN
18,67,18,NaN,NaN
14,51,34,NaN,NaN
46,51,20,NaN,NaN
51,62,1,NaN,NaN
8,46,1,NaN,NaN
47,68,14,NaN,NaN
14,27,1,NaN,NaN
27,52,1,NaN,NaN
60,67,104,NaN,NaN
8,62,2,NaN,NaN
2,25,9,NaN,NaN
25,51,1,NaN,NaN
25,55,6,NaN,NaN
56,57,1,NaN,NaN
11,25,3,NaN,NaN
25,71,16,NaN,NaN
4,18,55,NaN,NaN
18,25,3,NaN,NaN
14,47,1,NaN,NaN
47,57,1,NaN,NaN
51,52,1,NaN,NaN
51,57,1,NaN,NaN
56,67,33,NaN,NaN
4,25,1,NaN,NaN
14,15,2,NaN,NaN
15,46,57,NaN,NaN
15,57,1,NaN,NaN
15,62,5,NaN,NaN
22,47,79,NaN,NaN
22,68,109,NaN,NaN
47,54,80,NaN,NaN
