source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,0000,11
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0100,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,11
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,00
22,22,NaN,0000,00
23,23,NaN,1000,00
24,24,NaN,0000,11
25,25,NaN,0000,00
26,26,NaN,1100,00
27,27,NaN,0100,01
28,28,NaN,0000,11
29,29,NaN,0101,00
30,30,NaN,0000,00
31,31,NaN,0000,00
32,32,NaN,1000,00
33,33,NaN,0000,00
34,34,NaN,0000,01
35,35,NaN,0000,00
36,36,NaN,0000,00
37,37,NaN,1100,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,1001,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0100,00
45,45,NaN,1111,01
46,46,NaN,0100,00
47,47,NaN,1000,01
48,48,NaN,0000,00
49,49,NaN,1001,11
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0100,00
53,53,NaN,0000,00
54,54,NaN,0000,00
55,55,NaN,0000,00
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,1000,01
62,62,NaN,0000,00
63,63,NaN,0000,00
64,64,NaN,1111,11
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,0000,00
68,68,NaN,0000,01
69,69,NaN,1100,00
70,70,NaN,0000,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,01
77,77,NaN,0000,01
78,78,NaN,0000,00
79,79,NaN,1100,00
80,80,NaN,1100,00
2,14,1,NaN,NaN
12,64,2,NaN,NaN
49,64,8,NaN,NaN
60,64,3,NaN,NaN
62,64,2,NaN,NaN
64,65,2,NaN,NaN
18,64,2,NaN,NaN
35,43,17,NaN,NaN
40,43,82,NaN,NaN
43,71,45,NaN,NaN
43,72,73,NaN,NaN
40,69,451,NaN,NaN
69,72,237,NaN,NaN
35,71,1,NaN,NaN
40,71,20,NaN,NaN
71,72,32,NaN,NaN
4,80,150,NaN,NaN
12,60,70,NaN,NaN
60,62,70,NaN,NaN
60,65,70,NaN,NaN
44,59,9,NaN,NaN
44,77,40,NaN,NaN
21,24,37,NaN,NaN
21,63,235,NaN,NaN
27,59,283,NaN,NaN
27,63,63,NaN,NaN
27,70,346,NaN,NaN
11,18,360,NaN,NaN
18,49,843,NaN,NaN
18,76,269,NaN,NaN
4,11,282,NaN,NaN
4,57,116,NaN,NaN
4,76,126,NaN,NaN
23,33,374,NaN,NaN
23,76,194,NaN,NaN
23,77,7,NaN,NaN
30,71,5,NaN,NaN
36,71,100,NaN,NaN
44,71,13,NaN,NaN
59,71,76,NaN,NaN
71,77,168,NaN,NaN
21,33,136,NaN,NaN
34,44,3,NaN,NaN
36,44,63,NaN,NaN
43,64,113,NaN,NaN
64,69,17,NaN,NaN
2,71,137,NaN,NaN
11,71,174,NaN,NaN
71,76,141,NaN,NaN
21,30,130,NaN,NaN
21,36,77,NaN,NaN
21,57,110,NaN,NaN
21,70,309,NaN,NaN
18,71,114,NaN,NaN
4,71,12,NaN,NaN
24,27,15,NaN,NaN
23,44,88,NaN,NaN
20,43,23,NaN,NaN
59,77,2,NaN,NaN
35,69,195,NaN,NaN
33,77,1,NaN,NaN
21,77,19,NaN,NaN
27,36,38,NaN,NaN
18,62,73,NaN,NaN
18,19,157,NaN,NaN
60,67,59,NaN,NaN
21,44,117,NaN,NaN
33,44,80,NaN,NaN
44,49,50,NaN,NaN
44,63,72,NaN,NaN
15,43,8,NaN,NaN
11,80,462,NaN,NaN
63,71,54,NaN,NaN
21,59,264,NaN,NaN
19,44,84,NaN,NaN
30,44,92,NaN,NaN
44,80,52,NaN,NaN
18,59,4,NaN,NaN
49,80,348,NaN,NaN
63,80,68,NaN,NaN
19,23,236,NaN,NaN
23,59,15,NaN,NaN
24,44,49,NaN,NaN
18,46,398,NaN,NaN
18,67,75,NaN,NaN
11,44,35,NaN,NaN
2,46,213,NaN,NaN
11,46,330,NaN,NaN
46,59,3,NaN,NaN
46,60,105,NaN,NaN
46,71,146,NaN,NaN
46,76,284,NaN,NaN
46,49,242,NaN,NaN
4,46,177,NaN,NaN
46,80,174,NaN,NaN
30,36,16,NaN,NaN
34,36,2,NaN,NaN
36,59,20,NaN,NaN
23,46,104,NaN,NaN
4,49,94,NaN,NaN
43,79,17,NaN,NaN
43,69,43,NaN,NaN
18,60,200,NaN,NaN
12,18,5,NaN,NaN
21,27,343,NaN,NaN
47,71,22,NaN,NaN
47,77,17,NaN,NaN
34,47,200,NaN,NaN
47,59,310,NaN,NaN
36,46,274,NaN,NaN
23,71,13,NaN,NaN
18,36,146,NaN,NaN
20,21,25,NaN,NaN
21,34,62,NaN,NaN
45,47,20,NaN,NaN
47,64,374,NaN,NaN
47,70,63,NaN,NaN
20,27,11,NaN,NaN
18,35,182,NaN,NaN
36,80,275,NaN,NaN
35,46,130,NaN,NaN
35,60,26,NaN,NaN
46,67,10,NaN,NaN
20,44,54,NaN,NaN
20,71,13,NaN,NaN
64,71,12,NaN,NaN
34,71,65,NaN,NaN
20,47,2,NaN,NaN
44,64,21,NaN,NaN
4,33,36,NaN,NaN
27,71,41,NaN,NaN
70,71,38,NaN,NaN
4,24,30,NaN,NaN
27,47,9,NaN,NaN
32,35,31,NaN,NaN
32,49,58,NaN,NaN
32,62,24,NaN,NaN
11,32,11,NaN,NaN
32,46,22,NaN,NaN
32,67,18,NaN,NaN
27,34,14,NaN,NaN
34,43,1,NaN,NaN
43,47,92,NaN,NaN
47,68,76,NaN,NaN
43,68,34,NaN,NaN
43,70,5,NaN,NaN
46,62,1,NaN,NaN
19,46,23,NaN,NaN
44,46,2,NaN,NaN
18,32,49,NaN,NaN
32,60,25,NaN,NaN
32,76,43,NaN,NaN
64,68,47,NaN,NaN
36,47,65,NaN,NaN
44,58,1,NaN,NaN
20,36,6,NaN,NaN
36,77,2,NaN,NaN
46,57,8,NaN,NaN
21,47,98,NaN,NaN
20,64,6,NaN,NaN
30,64,5,NaN,NaN
33,64,17,NaN,NaN
63,64,8,NaN,NaN
64,80,2,NaN,NaN
44,47,9,NaN,NaN
27,44,2,NaN,NaN
2,21,7,NaN,NaN
43,54,2,NaN,NaN
4,18,6,NaN,NaN
33,80,16,NaN,NaN
27,77,8,NaN,NaN
57,71,94,NaN,NaN
29,40,38,NaN,NaN
