source,target,weight,symptom,psych_symp
1,1,NaN,0000,00
2,2,NaN,1001,11
3,3,NaN,0000,00
4,4,NaN,0000,00
5,5,NaN,0000,00
6,6,NaN,0000,00
7,7,NaN,0000,00
8,8,NaN,0000,00
9,9,NaN,0000,00
10,10,NaN,0000,00
11,11,NaN,0000,00
12,12,NaN,0000,00
13,13,NaN,0000,00
14,14,NaN,0000,00
15,15,NaN,0000,00
16,16,NaN,0000,00
17,17,NaN,0000,00
18,18,NaN,0000,00
19,19,NaN,0000,00
20,20,NaN,0000,00
21,21,NaN,0000,11
22,22,NaN,1000,00
23,23,NaN,0100,00
24,24,NaN,0000,00
25,25,NaN,0000,00
26,26,NaN,0000,00
27,27,NaN,1111,11
28,28,NaN,0000,11
29,29,NaN,0000,00
30,30,NaN,0000,01
31,31,NaN,0000,00
32,32,NaN,0000,00
33,33,NaN,0000,00
34,34,NaN,0000,00
35,35,NaN,0100,01
36,36,NaN,0000,00
37,37,NaN,0000,00
38,38,NaN,0000,00
39,39,NaN,0000,00
40,40,NaN,0000,00
41,41,NaN,0000,00
42,42,NaN,0000,00
43,43,NaN,0000,00
44,44,NaN,0000,00
45,45,NaN,0000,00
46,46,NaN,1000,00
47,47,NaN,0000,00
48,48,NaN,0100,10
49,49,NaN,0000,00
50,50,NaN,0000,00
51,51,NaN,0000,00
52,52,NaN,0000,00
53,53,NaN,0000,00
54,54,NaN,1100,00
55,55,NaN,0000,01
56,56,NaN,0000,00
57,57,NaN,0000,00
58,58,NaN,0000,00
59,59,NaN,0000,00
60,60,NaN,0000,00
61,61,NaN,0000,00
62,62,NaN,0001,00
63,63,NaN,0000,00
64,64,NaN,0000,11
65,65,NaN,0000,00
66,66,NaN,0000,00
67,67,NaN,1101,01
68,68,NaN,0000,00
69,69,NaN,0000,00
70,70,NaN,0100,00
71,71,NaN,0000,00
72,72,NaN,1100,00
73,73,NaN,0000,00
74,74,NaN,0000,00
75,75,NaN,0100,00
76,76,NaN,0100,11
77,77,NaN,0100,01
78,78,NaN,0000,10
79,79,NaN,0000,00
80,80,NaN,0000,00
4,7,63,NaN,NaN
7,24,2,NaN,NaN
7,57,2,NaN,NaN
1,61,4,NaN,NaN
21,72,2,NaN,NaN
40,72,118,NaN,NaN
48,72,38,NaN,NaN
69,72,160,NaN,NaN
72,78,1,NaN,NaN
43,64,176,NaN,NaN
47,64,147,NaN,NaN
12,32,137,NaN,NaN
18,32,479,NaN,NaN
19,32,71,NaN,NaN
32,49,475,NaN,NaN
32,60,346,NaN,NaN
32,66,4,NaN,NaN
32,67,350,NaN,NaN
70,77,160,NaN,NaN
71,77,7,NaN,NaN
76,77,7,NaN,NaN
11,32,25,NaN,NaN
32,36,200,NaN,NaN
6,27,1,NaN,NaN
27,33,6,NaN,NaN
27,44,4,NaN,NaN
8,77,89,NaN,NaN
8,70,337,NaN,NaN
44,70,6,NaN,NaN
70,71,7,NaN,NaN
70,76,5,NaN,NaN
4,24,207,NaN,NaN
24,57,100,NaN,NaN
24,58,136,NaN,NaN
44,77,2,NaN,NaN
6,32,7,NaN,NaN
11,18,87,NaN,NaN
18,49,107,NaN,NaN
43,47,55,NaN,NaN
44,47,5,NaN,NaN
47,76,9,NaN,NaN
43,68,5,NaN,NaN
24,70,90,NaN,NaN
44,64,45,NaN,NaN
64,68,34,NaN,NaN
32,35,124,NaN,NaN
32,71,86,NaN,NaN
38,72,21,NaN,NaN
8,59,56,NaN,NaN
59,70,150,NaN,NaN
59,77,96,NaN,NaN
47,59,17,NaN,NaN
47,55,47,NaN,NaN
40,69,27,NaN,NaN
38,48,6,NaN,NaN
21,70,223,NaN,NaN
8,64,20,NaN,NaN
47,77,127,NaN,NaN
64,70,133,NaN,NaN
32,46,325,NaN,NaN
59,64,18,NaN,NaN
6,36,34,NaN,NaN
20,36,14,NaN,NaN
23,36,32,NaN,NaN
36,44,4,NaN,NaN
36,46,123,NaN,NaN
36,49,4,NaN,NaN
36,71,28,NaN,NaN
36,76,8,NaN,NaN
20,27,4,NaN,NaN
21,27,11,NaN,NaN
24,27,10,NaN,NaN
27,30,2,NaN,NaN
27,58,2,NaN,NaN
19,60,3,NaN,NaN
19,67,3,NaN,NaN
48,68,2,NaN,NaN
43,70,10,NaN,NaN
19,72,7,NaN,NaN
66,72,12,NaN,NaN
68,72,64,NaN,NaN
21,64,11,NaN,NaN
45,47,145,NaN,NaN
45,68,321,NaN,NaN
4,46,225,NaN,NaN
11,46,153,NaN,NaN
18,46,209,NaN,NaN
35,46,49,NaN,NaN
46,76,126,NaN,NaN
45,64,29,NaN,NaN
46,49,9,NaN,NaN
